epoch,train_accuracy,train_auroc,train_f1score,train_auprc,train_loss,train_duration,val_accuracy,val_auroc,val_f1score,val_auprc,val_loss,val_duration
1,0.33154852611422914,0.6963911637794717,0.3127962169628894,0.2926655094252626,2.261429594257096,808.4667000779991,0.49352102337488485,0.8445489673472163,0.47556834656800795,0.31185318062554546,1.4688282724636703,165.91405798599953
2,0.596547973761744,0.9138951794416124,0.5871280674802763,0.31786257931623735,1.0570278490801228,735.1429846780011,0.5614035328229269,0.8797543125959179,0.5430499909825586,0.312424931137716,1.2149293422698975,159.62946313800057
3,0.7352920801681437,0.9665057724961074,0.7284867958711411,0.3203110569057381,0.6258266015139548,769.8057151749999,0.5873384219200457,0.8875171177422823,0.5710444890741092,0.31656284600644563,1.1434764389078416,170.2109204499975
4,0.8157872186700253,0.9852368086015565,0.8125885265085898,0.3197715127819605,0.39868291456677685,901.2980699889995,0.6041837727549064,0.898039287892147,0.5899099612710488,0.31808942778786614,1.1174551479852022,189.50865129500016
5,0.8673709038659051,0.9925954774152979,0.8648292809687415,0.32035300414191287,0.2782548237989284,893.8233541329973,0.6078140674835414,0.8990356231210244,0.5929662004039062,0.31812567504780803,1.208466803256552,188.66006368200033
6,0.3270889382407424,0.6939012546050205,0.3095407490922346,0.2934132916490586,2.264498042417141,849.3676316640003,0.48181135381632184,0.8388902479736366,0.46085330147055253,0.3095281540013071,1.5090183301351556,222.97222291799972
7,0.5945986525402165,0.9107409495033015,0.5854427455509621,0.3151902835185136,1.0746229345556184,829.5547842879996,0.5702472572302937,0.8850765035520145,0.5536338251028488,0.31418113351164767,1.1791713024253276,284.2715324790006
